design name, Legal placement of GU-pairs, Direction of GC-pairs in multiloops, 1-1 Loop Energy V1, Tetraloop similarity, Loops & Stacks, Energy Limit in Tetraloops, Closing GC pairs in 3-1 internal loops, Eli Blue line, Mismatch, Clean plot  stack caps  and safe GC, No Blue Nucleotides in Hook Area, Direction of GC-pairs in multiloops + neckarea, Loop pattern for small multiloops, The 1-1 Loop V1, Berex Loop Basic, Repetition, Green and blue nucleotides a strand + Strong middle half, G's in place of the last A's on the right hand side of any end loop, Ding quad energy, Twisted Basepairs, JP-Stratmark, Eli Green line, Double AU-pair strategy, Tests by Region - boundaries, Multiloop similarity, No blue nucleotides in multiloop ring, Tests by Region - loops, Wrong Direction of GC-pairs in multiloops, Eli Red line, [Example] 60% of pairs should be GC pairs, Tetraloop Pattern, A basic test, Tetraloop blues, Only As in the loops, GC-pairs in junctions, Test by kkohli, Clean Dot Plot, Berex Test, Numbers of yellow nucleotides pr length of string, deivad's strategy, chemical reactivity score
NUPACK bot design 2, 84.501333, 89.334365, N/A, 100.000000, 86.015507, 100.000000, N/A, 100.000000, 80.415301, 88.578516, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 87.507323, 100.000000, 81.000000, 98.071599, 96.000000, 86.167206, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 62.000000, 82.361230, 100.000000, 97.877604, 79.937500, 96.515660, 88.809766, 72.000000, 100.000000, 97.808789, 99.904946, 79.901557, 100.000000, 76.517899, 71.000000
NUPACK bot design 3, 84.501333, 94.667182, N/A, 40.000000, 82.511819, 100.000000, N/A, 100.000000, 78.138460, 86.585740, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 86.133520, 87.360254, 81.000000, 97.346562, 96.000000, 86.167206, 100.000000, 100.000000, 98.000000, 87.395020, 83.428223, 60.000000, 79.841406, 100.000000, 97.877604, 79.937500, 94.646529, 100.000000, 67.000000, 100.000000, 97.808789, 99.909763, 76.180804, 100.000000, 73.026040, 70.000000
NUPACK bot design 4, 84.501333, 89.334365, N/A, 0.000000, 81.389530, 91.696742, N/A, 100.000000, 82.278830, 86.553459, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 83.748799, 74.720508, 82.000000, 79.148966, 90.000000, 87.774240, 69.026172, 100.000000, 95.000000, 98.949585, 88.952148, 52.000000, 82.361230, 69.378516, 93.031487, 79.937500, 89.847252, 100.000000, 73.000000, 95.691211, 100.000000, 99.901144, 78.977372, 80.384027, 87.879902, 77.000000
NUPACK bot design 5, 84.501333, 89.058827, N/A, 40.000000, 70.304415, 91.696742, N/A, 100.000000, 77.108080, 90.571546, 100.000000, 89.058827, N/A, 80.000000, 80.000000, 90.082500, 100.000000, 80.000000, 81.077367, 91.000000, 84.560171, 84.513086, 100.000000, 94.000000, 97.899170, 83.428223, 54.000000, 77.321582, 84.689258, 83.940578, 79.937500, 81.123309, 88.809766, 71.000000, 95.691211, 100.000000, 99.900196, 75.537392, 67.306711, 85.009769, 77.000000
NUPACK bot design 6, 84.501333, 89.334365, N/A, 60.000000, 77.499976, 91.696742, N/A, 100.000000, 83.290174, 91.589268, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 78.667619, 100.000000, 81.000000, 100.000000, 93.000000, 89.381275, 100.000000, 100.000000, 93.000000, 92.647095, 88.952148, 40.000000, 82.361230, 100.000000, 90.001184, 79.937500, 88.345569, 100.000000, 72.000000, 100.000000, 100.000000, 99.903484, 77.240498, 86.922684, 86.936123, 86.000000
NUPACK bot design 7, 84.501333, 94.667182, N/A, 40.000000, 74.252954, 100.000000, N/A, 100.000000, 80.692473, 89.541347, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 95.181840, 74.720508, 81.000000, 81.077367, 95.000000, 86.167206, 100.000000, 100.000000, 96.000000, 88.445435, 100.000000, 53.000000, 79.841406, 100.000000, 86.970881, 79.937500, 84.333911, 100.000000, 73.000000, 95.691211, 100.000000, 99.893577, 75.610584, 80.384027, 79.758225, 82.000000
NUPACK bot design 8, 84.501333, 78.668729, N/A, 40.000000, 79.317630, 83.393483, N/A, 100.000000, 83.511755, 90.439839, 100.000000, 78.668729, N/A, 80.000000, 80.000000, 83.629102, 87.360254, 82.000000, 97.346562, 92.000000, 89.381275, 84.513086, 100.000000, 95.000000, 94.747925, 77.904297, 58.000000, 87.400879, 84.689258, 93.031487, 79.937500, 93.158284, 88.809766, 72.000000, 100.000000, 100.000000, 99.865029, 77.636905, 80.384027, 86.022912, 82.000000
Chaen's Branches 202-3.1, 84.501333, 94.667182, N/A, 100.000000, 92.940711, 100.000000, N/A, 100.000000, 83.816302, 88.777902, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 84.800193, 74.720508, 84.000000, 97.346562, 97.000000, 90.988310, 100.000000, 100.000000, 98.000000, 97.899170, 100.000000, 54.000000, 79.841406, 100.000000, 94.847301, 79.937500, 89.032761, 100.000000, 87.000000, 100.000000, 91.714193, 99.958183, 90.235389, 100.000000, 93.799500, 97.000000
Xylem, 87.596317, 100.000000, N/A, 100.000000, 96.192369, 83.393483, N/A, 100.000000, 82.024861, 83.790008, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 88.286829, 100.000000, 80.000000, 96.621526, 99.000000, 86.167206, 100.000000, 100.000000, 100.000000, 96.848755, 100.000000, 80.000000, 77.321582, 100.000000, 82.726089, 100.000000, 79.080529, 100.000000, 92.000000, 100.000000, 89.522982, 99.968637, 86.073164, 93.461342, 90.583157, 95.000000
Round 1 Hybrid, 87.596317, 100.000000, N/A, 100.000000, 96.447309, 83.393483, N/A, 100.000000, 81.569493, 83.723492, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 86.496421, 100.000000, 80.000000, 96.621526, 99.000000, 86.167206, 100.000000, 100.000000, 100.000000, 96.848755, 100.000000, 80.000000, 77.321582, 100.000000, 82.726089, 100.000000, 78.973722, 100.000000, 91.000000, 100.000000, 89.522982, 99.950877, 86.684657, 93.461342, 90.530973, 95.000000
Berex Branches 3-1, 84.501333, 100.000000, N/A, 100.000000, 94.873179, 83.393483, N/A, 100.000000, 81.951444, 84.794666, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 91.264263, 100.000000, 80.000000, 96.621526, 98.000000, 87.774240, 100.000000, 100.000000, 99.000000, 96.848755, 100.000000, 72.000000, 77.321582, 100.000000, 85.756392, 100.000000, 80.522430, 100.000000, 92.000000, 100.000000, 89.522982, 99.968436, 86.166755, 93.461342, 91.526936, 98.000000
Mat - Branches V2, 84.501333, 100.000000, N/A, 100.000000, 94.873179, 83.393483, N/A, 100.000000, 83.291686, 84.795416, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 93.197791, 100.000000, 80.000000, 96.621526, 98.000000, 87.774240, 100.000000, 100.000000, 99.000000, 96.848755, 100.000000, 65.000000, 77.321582, 100.000000, 85.756392, 100.000000, 80.196667, 100.000000, 92.000000, 100.000000, 89.522982, 99.968637, 86.166755, 93.461342, 91.367776, 92.000000
Amended Y oh Y, 84.501333, 84.001547, N/A, 100.000000, 92.940711, 100.000000, N/A, 100.000000, 86.162390, 87.773625, 100.000000, 84.001547, N/A, 80.000000, 80.000000, 91.920263, 100.000000, 84.000000, 100.000000, 100.000000, 89.381275, 100.000000, 100.000000, 100.000000, 98.949585, 100.000000, 71.000000, 84.881055, 100.000000, 94.847301, 79.937500, 89.246376, 100.000000, 87.000000, 100.000000, 91.714193, 99.958486, 90.235389, 93.461342, 93.695133, 98.000000
Kermit, 84.501333, 94.667182, N/A, 100.000000, 95.078828, 83.393483, N/A, 100.000000, 84.752900, 84.819992, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 87.529161, 100.000000, 82.000000, 96.621526, 97.000000, 87.774240, 100.000000, 100.000000, 99.000000, 94.747925, 100.000000, 76.000000, 79.841406, 100.000000, 88.786695, 79.937500, 88.325754, 100.000000, 88.000000, 100.000000, 91.714193, 99.975199, 89.317811, 86.922684, 92.469768, 91.000000
Ding's Branches 1 Revised, 84.501333, 100.000000, N/A, 100.000000, 95.852870, 100.000000, N/A, 100.000000, 82.883873, 84.823693, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 79.724786, 100.000000, 84.000000, 97.346562, 97.000000, 86.167206, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 73.000000, 77.321582, 100.000000, 85.756392, 79.937500, 82.284756, 100.000000, 88.000000, 100.000000, 91.714193, 99.976187, 88.612727, 100.000000, 92.781922, 89.000000
Dim Returns - Finale, 86.585159, 89.334365, N/A, 100.000000, 95.239175, 100.000000, N/A, 100.000000, 83.963136, 84.810879, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 82.656466, 87.360254, 84.000000, 98.071599, 97.000000, 87.774240, 100.000000, 100.000000, 98.000000, 95.798340, 100.000000, 69.000000, 82.361230, 84.689258, 91.816998, 79.937500, 90.047432, 100.000000, 86.000000, 100.000000, 100.000000, 99.972765, 89.530305, 93.461342, 94.308892, 92.000000
Chaen's Branches 202-4.1, 84.501333, 89.334365, N/A, 60.000000, 90.532322, 91.696742, N/A, 100.000000, 86.088973, 88.833845, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 91.871325, 100.000000, 80.000000, 100.000000, 97.000000, 86.167206, 100.000000, 100.000000, 97.000000, 97.899170, 100.000000, 78.000000, 82.361230, 100.000000, 97.877604, 100.000000, 96.889486, 100.000000, 91.000000, 100.000000, 89.522982, 99.973121, 89.598583, 100.000000, 93.770826, 91.000000
Starry's New Branches Again, 84.501333, 94.667182, N/A, 100.000000, 95.078828, 100.000000, N/A, 100.000000, 87.365466, 85.830383, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 89.616973, 100.000000, 84.000000, 99.274964, 98.000000, 89.381275, 100.000000, 100.000000, 99.000000, 90.546265, 100.000000, 72.000000, 79.841406, 100.000000, 88.786695, 79.937500, 84.480687, 100.000000, 88.000000, 100.000000, 91.714193, 99.976529, 89.317811, 93.461342, 93.147207, 89.000000
a real attempt, 84.501333, 100.000000, N/A, 100.000000, 90.327466, 83.393483, N/A, 100.000000, 84.653621, 86.804620, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 92.496037, 100.000000, 80.000000, 96.621526, 96.000000, 87.774240, 100.000000, 100.000000, 98.000000, 96.848755, 100.000000, 75.000000, 77.321582, 100.000000, 97.877604, 100.000000, 96.302045, 100.000000, 92.000000, 100.000000, 91.714193, 99.968206, 88.987090, 80.384027, 93.723119, 96.000000
Mat in 9'th dimension, 84.501333, 100.000000, N/A, 100.000000, 95.078828, 100.000000, N/A, 100.000000, 83.313379, 84.824606, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 84.668240, 100.000000, 84.000000, 96.621526, 96.000000, 87.774240, 100.000000, 100.000000, 98.000000, 94.747925, 100.000000, 68.000000, 77.321582, 100.000000, 88.786695, 79.937500, 84.213668, 100.000000, 88.000000, 100.000000, 91.714193, 99.976431, 89.317811, 86.922684, 93.277665, 91.000000
Berex Branches 4-1, 84.501333, 100.000000, N/A, 100.000000, 95.363024, 100.000000, N/A, 100.000000, 82.909735, 84.824606, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 88.487958, 100.000000, 82.000000, 94.693125, 96.000000, 87.774240, 100.000000, 92.797168, 98.000000, 96.848755, 100.000000, 61.000000, 77.321582, 100.000000, 85.756392, 89.968750, 85.008344, 100.000000, 90.000000, 100.000000, 91.714193, 99.976431, 87.389741, 93.461342, 92.287126, 95.000000
Mat - Branches V3 (New Neck), 84.501333, 100.000000, N/A, 100.000000, 95.338853, 83.393483, N/A, 100.000000, 81.521938, 82.783162, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 91.597854, 100.000000, 80.000000, 96.621526, 99.000000, 84.560171, 100.000000, 100.000000, 100.000000, 96.848755, 100.000000, 60.000000, 77.321582, 100.000000, 82.726089, 100.000000, 76.136946, 100.000000, 92.000000, 100.000000, 89.522982, 99.968253, 85.461671, 100.000000, 90.583157, 98.000000
Ding's Branches 6, 84.501333, 100.000000, N/A, 100.000000, 94.036484, 100.000000, N/A, 100.000000, 84.512285, 86.835791, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 84.562893, 100.000000, 84.000000, 100.000000, 99.000000, 87.774240, 100.000000, 100.000000, 99.000000, 98.949585, 100.000000, 67.000000, 77.321582, 100.000000, 91.816998, 79.937500, 86.302792, 100.000000, 88.000000, 100.000000, 91.714193, 99.976529, 90.022894, 100.000000, 93.695133, 97.000000
Cyborg 1, 84.501333, 94.667182, N/A, 100.000000, 94.872018, 83.393483, N/A, 100.000000, 79.008651, 82.754480, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 87.933511, 100.000000, 80.000000, 90.589615, 97.000000, 84.560171, 100.000000, 85.594336, 100.000000, 96.848755, 100.000000, 57.000000, 79.841406, 100.000000, 76.665483, 100.000000, 67.526188, 100.000000, 91.000000, 100.000000, 89.522982, 99.960595, 83.412105, 93.461342, 89.236192, 100.000000
Dimishing Returns Strngthened, 86.585159, 89.334365, N/A, 100.000000, 95.239175, 100.000000, N/A, 100.000000, 83.386796, 84.815834, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 76.904821, 100.000000, 84.000000, 100.000000, 98.000000, 87.774240, 100.000000, 100.000000, 98.000000, 96.848755, 100.000000, 63.000000, 82.361230, 100.000000, 91.816998, 79.937500, 89.566798, 100.000000, 86.000000, 100.000000, 100.000000, 99.974088, 89.530305, 93.461342, 94.543717, 98.000000
Branches V1.0101, 84.501333, 100.000000, N/A, 100.000000, 95.848732, 100.000000, N/A, 100.000000, 81.736691, 83.819197, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 86.757652, 100.000000, 82.000000, 94.693125, 96.000000, 87.774240, 100.000000, 92.797168, 98.000000, 100.000000, 100.000000, 61.000000, 77.321582, 100.000000, 82.726089, 89.968750, 81.317108, 100.000000, 90.000000, 100.000000, 91.714193, 99.976431, 86.684657, 93.461342, 91.921841, 94.000000
Mat with robotneck and tetraloops, 84.501333, 100.000000, N/A, 100.000000, 96.861006, 100.000000, N/A, 100.000000, 80.825954, 81.771016, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 81.174642, 100.000000, 84.000000, 96.621526, 99.000000, 84.560171, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 65.000000, 77.321582, 100.000000, 79.695786, 79.937500, 79.067775, 100.000000, 87.000000, 100.000000, 89.522982, 99.966454, 87.814052, 100.000000, 92.928776, 95.000000
Berex Branches 5-1, 84.501333, 100.000000, N/A, 100.000000, 95.363024, 100.000000, N/A, 100.000000, 82.909735, 84.824168, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 85.438165, 100.000000, 82.000000, 94.693125, 97.000000, 87.774240, 100.000000, 92.797168, 99.000000, 96.848755, 100.000000, 58.000000, 77.321582, 100.000000, 85.756392, 89.968750, 84.901537, 100.000000, 90.000000, 100.000000, 91.714193, 99.976314, 87.389741, 93.461342, 92.234942, 98.000000
OPRELA Bot Design 0.1, 80.290057, 89.334365, N/A, 100.000000, 97.856416, 100.000000, N/A, 100.000000, 85.110318, 83.568439, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 88.255920, 100.000000, 84.000000, 94.693125, 99.000000, 84.560171, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 76.000000, 82.361230, 100.000000, 82.726089, 79.937500, 85.275365, 100.000000, 76.000000, 100.000000, 97.808789, 99.909476, 84.885367, 100.000000, 87.631216, 92.000000
Ding's mod of Mat's 95% version 2, 84.501333, 100.000000, N/A, 100.000000, 95.852870, 100.000000, N/A, 100.000000, 84.752900, 84.824971, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 92.474709, 100.000000, 84.000000, 96.621526, 98.000000, 87.774240, 100.000000, 100.000000, 99.000000, 96.848755, 100.000000, 64.000000, 77.321582, 100.000000, 85.756392, 79.937500, 82.979004, 100.000000, 88.000000, 100.000000, 91.714193, 99.976528, 88.612727, 93.461342, 92.442729, 100.000000
Mat - Branches V2.1 ( flipped), 84.501333, 100.000000, N/A, 100.000000, 94.873179, 83.393483, N/A, 100.000000, 78.982789, 84.795420, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 93.197791, 100.000000, 80.000000, 96.621526, 99.000000, 87.774240, 100.000000, 100.000000, 100.000000, 97.899170, 100.000000, 70.000000, 77.321582, 100.000000, 85.756392, 100.000000, 80.095200, 100.000000, 92.000000, 100.000000, 89.522982, 99.968638, 86.166755, 93.461342, 91.318202, 99.000000
Modulus IV, 84.501333, 100.000000, N/A, 100.000000, 95.338853, 100.000000, N/A, 100.000000, 79.531938, 83.796888, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 84.929472, 100.000000, 80.000000, 95.418161, 97.000000, 86.167206, 100.000000, 92.797168, 99.000000, 95.798340, 100.000000, 53.000000, 77.321582, 100.000000, 82.726089, 100.000000, 76.884598, 100.000000, 92.000000, 100.000000, 89.522982, 99.970474, 85.461671, 100.000000, 90.948441, 97.000000
Hopscotch, 84.501333, 94.667182, N/A, 100.000000, 94.806902, 100.000000, N/A, 100.000000, 81.109955, 84.781781, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 84.977899, 87.360254, 84.000000, 97.346562, 98.000000, 87.774240, 100.000000, 100.000000, 99.000000, 98.949585, 100.000000, 78.000000, 79.841406, 100.000000, 88.786695, 79.937500, 84.801109, 100.000000, 86.000000, 100.000000, 91.714193, 99.964996, 89.289906, 93.461342, 91.283628, 92.000000
Starry's Branches VI, 84.501333, 100.000000, N/A, 100.000000, 94.873179, 66.786966, N/A, 100.000000, 80.972789, 83.590788, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 71.919916, 100.000000, 80.000000, 99.274964, 99.000000, 87.774240, 100.000000, 100.000000, 100.000000, 96.848755, 100.000000, 70.000000, 77.321582, 100.000000, 85.756392, 100.000000, 80.148604, 100.000000, 92.000000, 100.000000, 89.522982, 99.915443, 86.166755, 93.461342, 91.344294, 89.000000
Diminishing Returns - 6, 86.585159, 73.335912, N/A, 100.000000, 94.789395, 100.000000, N/A, 100.000000, 85.329241, 84.820587, 100.000000, 73.335912, N/A, 80.000000, 80.000000, 81.127288, 100.000000, 84.000000, 100.000000, 99.000000, 87.774240, 100.000000, 100.000000, 99.000000, 95.798340, 100.000000, 66.000000, 89.920703, 100.000000, 91.816998, 79.937500, 91.489333, 100.000000, 88.000000, 100.000000, 91.714193, 99.975358, 90.634387, 93.461342, 93.604414, 88.000000
Terminator  81c, 78.546609, 100.000000, N/A, 100.000000, 87.957087, 100.000000, N/A, 100.000000, 85.607743, 83.802419, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 73.451188, 100.000000, 84.000000, 80.946306, 94.000000, 84.560171, 100.000000, 100.000000, 94.000000, 100.000000, 100.000000, 61.000000, 77.321582, 100.000000, 97.877604, 79.937500, 83.859655, 100.000000, 80.000000, 82.764844, 100.000000, 99.971951, 82.879445, 86.922684, 94.855396, 88.000000
Berex Branches 6-1, 84.501333, 94.667182, N/A, 100.000000, 94.873179, 83.393483, N/A, 100.000000, 82.836318, 84.794543, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 92.036282, 100.000000, 80.000000, 96.621526, 99.000000, 87.774240, 100.000000, 100.000000, 100.000000, 96.848755, 100.000000, 56.000000, 79.841406, 100.000000, 85.756392, 100.000000, 79.561163, 100.000000, 92.000000, 100.000000, 89.522982, 99.968404, 86.166755, 93.461342, 90.817983, 98.000000
Ding's Branches 9, 84.501333, 100.000000, N/A, 100.000000, 93.136925, 100.000000, N/A, 100.000000, 82.307532, 86.835791, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 87.968099, 100.000000, 80.000000, 100.000000, 98.000000, 87.774240, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 62.000000, 77.321582, 100.000000, 91.816998, 100.000000, 89.667226, 100.000000, 92.000000, 100.000000, 89.522982, 99.976529, 87.576923, 100.000000, 93.118532, 92.000000
Ding's Asymmetry 1, 79.859758, 100.000000, 83.492505, N/A, 89.486287, 100.000000, 91.125000, 100.000000, 80.911115, 86.812436, 100.000000, 100.000000, N/A, 82.483287, 89.704063, 75.330685, 100.000000, 82.000000, 100.000000, 98.000000, 81.346101, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 89.000000, 92.440527, 100.000000, 93.115699, 89.968750, 88.991664, 100.000000, 87.000000, 100.000000, 91.714193, 99.959555, 93.034445, 91.354441, 85.968830, 98.000000
Forked 1, 79.859758, 100.000000, 83.492505, N/A, 89.486287, 100.000000, 100.000000, 100.000000, 83.984483, 86.819029, 100.000000, 100.000000, N/A, 82.483287, 89.704063, 87.630079, 100.000000, 82.000000, 100.000000, 99.000000, 81.346101, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 79.000000, 92.440527, 100.000000, 93.115699, 89.968750, 88.890197, 100.000000, 87.000000, 100.000000, 91.714193, 99.961315, 93.034445, 91.354441, 86.018405, 96.000000
Taipan, 79.859758, 94.667182, 83.492505, N/A, 91.998832, 100.000000, 100.000000, 100.000000, 86.297558, 83.992949, 100.000000, 94.667182, N/A, 82.483287, 89.704063, 77.777473, 100.000000, 82.000000, 98.071599, 99.000000, 78.132032, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 84.000000, 94.960352, 100.000000, 88.353795, 89.968750, 85.866677, 100.000000, 86.000000, 100.000000, 91.714193, 99.958395, 92.910697, 100.000000, 85.235652, 100.000000
cold + warm, 75.212480, 100.000000, 80.000000, N/A, 88.050816, 100.000000, 100.000000, 100.000000, 81.355018, 77.225620, 100.000000, 100.000000, N/A, 82.483287, 89.704063, 87.756723, 100.000000, 82.000000, 80.989993, 100.000000, 79.739067, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 74.000000, 92.440527, 100.000000, 83.591890, 89.968750, 95.967060, 100.000000, 82.000000, 87.073633, 100.000000, 99.955463, 88.192453, 82.708883, 75.368457, 89.000000
Mat - Asymmetry V1, 79.859758, 100.000000, 83.492505, N/A, 88.902931, 91.696742, 100.000000, 100.000000, 80.343213, 86.813501, 100.000000, 100.000000, N/A, 82.483287, 89.704063, 81.244368, 100.000000, 80.000000, 98.071599, 99.000000, 81.346101, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 81.000000, 92.440527, 100.000000, 93.115699, 100.000000, 92.278420, 100.000000, 89.000000, 100.000000, 89.522982, 99.959839, 91.417385, 91.354441, 84.838880, 100.000000
Asymmetry V1.0, 79.859758, 100.000000, 83.492505, N/A, 91.686342, 100.000000, 100.000000, 100.000000, 81.069310, 85.406244, 100.000000, 100.000000, N/A, 82.483287, 89.704063, 80.897520, 100.000000, 82.000000, 98.071599, 98.000000, 79.739067, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 81.000000, 92.440527, 100.000000, 88.353795, 89.968750, 85.380703, 100.000000, 87.000000, 100.000000, 91.714193, 99.959923, 92.102167, 100.000000, 85.473087, 98.000000
